               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.063344,            0.025505,            0.029408,             0.16349,             0.43872,             0.27854,             0.13132,            0.015053,           0.0064777,           0.0086128,            0.070526,           0.0032749,           0.0032749
                   1,            0.041152,            0.017211,             0.02057,             0.24705,             0.51892,             0.33237,             0.16061,            0.020995,            0.003732,             0.00737,            0.040461,           0.0065428,           0.0065428
                   2,            0.037031,             0.01547,            0.014273,             0.32228,             0.61876,             0.38841,             0.19423,             0.01759,           0.0042513,            0.007798,            0.010329,           0.0097447,           0.0097447
                   3,            0.036675,            0.014731,            0.011417,             0.47057,              0.3216,             0.36588,             0.18749,            0.013242,           0.0049931,            0.010279,            0.009703,            0.009703,            0.009703
                   4,            0.033138,            0.014638,            0.011114,              0.4821,             0.64402,             0.52805,              0.3059,            0.013743,           0.0055367,           0.0097092,            0.009703,            0.009703,            0.009703
                   5,            0.033258,            0.014343,           0.0098727,             0.33887,             0.42726,             0.39517,             0.22262,            0.013274,           0.0054457,           0.0081619,            0.009604,            0.009604,            0.009604
                   6,            0.029334,            0.013748,           0.0079809,             0.61928,             0.50474,             0.52709,             0.30517,            0.011016,           0.0042311,           0.0058823,            0.009505,            0.009505,            0.009505
                   7,            0.032632,            0.013849,           0.0090194,             0.77096,             0.60535,             0.66921,             0.38328,            0.011308,           0.0044629,           0.0047161,            0.009406,            0.009406,            0.009406
                   8,            0.028147,            0.013214,           0.0066412,             0.58708,             0.68459,             0.64513,              0.3705,           0.0097358,           0.0043602,           0.0047997,            0.009307,            0.009307,            0.009307
                   9,            0.025513,            0.012511,            0.005336,             0.67095,             0.78556,             0.70662,             0.47127,           0.0097651,           0.0039777,           0.0030121,            0.009208,            0.009208,            0.009208
                  10,            0.030709,             0.01227,           0.0062945,              0.6982,             0.74229,              0.7413,             0.45943,            0.009141,           0.0040063,           0.0039654,            0.009109,            0.009109,            0.009109
                  11,            0.028017,            0.013152,           0.0089331,             0.52858,             0.68186,             0.59502,              0.3265,            0.011414,           0.0039505,           0.0061798,             0.00901,             0.00901,             0.00901
                  12,            0.027289,            0.013002,           0.0063373,             0.66239,             0.49951,             0.53613,             0.33483,           0.0094976,           0.0041547,           0.0090317,            0.008911,            0.008911,            0.008911
                  13,            0.026837,            0.012066,           0.0056581,             0.85703,             0.74555,             0.86167,             0.55624,           0.0078574,           0.0032958,           0.0027145,            0.008812,            0.008812,            0.008812
                  14,            0.026403,            0.012013,           0.0058057,             0.59395,             0.52141,             0.59056,             0.42831,           0.0083237,           0.0042841,           0.0044437,            0.008713,            0.008713,            0.008713
                  15,            0.023754,            0.012563,           0.0049792,             0.62463,             0.74614,             0.84284,              0.5412,           0.0083863,           0.0038531,           0.0062096,            0.008614,            0.008614,            0.008614
                  16,              0.0254,            0.012404,           0.0061147,             0.80547,             0.71196,              0.8018,             0.55463,           0.0083152,           0.0035498,           0.0037039,            0.008515,            0.008515,            0.008515
                  17,            0.026921,             0.01249,           0.0081036,             0.74287,             0.77722,             0.83854,             0.45688,           0.0095746,           0.0032398,           0.0047024,            0.008416,            0.008416,            0.008416
                  18,            0.023571,             0.01199,           0.0058596,             0.72568,             0.82145,             0.82671,             0.50794,           0.0090579,           0.0033417,           0.0028221,            0.008317,            0.008317,            0.008317
                  19,            0.026279,            0.012037,           0.0061005,             0.71079,             0.72893,             0.73478,             0.42769,           0.0085221,           0.0036509,           0.0033577,            0.008218,            0.008218,            0.008218
                  20,            0.025656,            0.011751,           0.0055153,              0.7741,             0.84052,              0.8431,              0.5399,           0.0079988,           0.0033046,           0.0030853,            0.008119,            0.008119,            0.008119
                  21,            0.024447,            0.011547,           0.0048256,             0.77524,              0.7694,             0.86815,             0.59258,           0.0095543,           0.0033802,           0.0038733,             0.00802,             0.00802,             0.00802
                  22,             0.02776,            0.011793,           0.0059178,             0.67941,             0.69972,             0.65392,             0.43893,           0.0072965,           0.0037053,           0.0050045,            0.007921,            0.007921,            0.007921
                  23,            0.027875,            0.011224,            0.004378,             0.77662,             0.90323,             0.90882,             0.60256,           0.0085208,           0.0032794,           0.0026762,            0.007822,            0.007822,            0.007822
                  24,            0.024806,            0.011415,           0.0038967,             0.77928,             0.86752,             0.94697,             0.73942,           0.0063725,           0.0029729,           0.0028049,            0.007723,            0.007723,            0.007723
                  25,            0.024911,            0.011336,           0.0050331,             0.80763,             0.87494,             0.91356,             0.65389,           0.0075172,           0.0030352,           0.0026144,            0.007624,            0.007624,            0.007624
                  26,            0.022751,             0.01123,           0.0030816,             0.82084,               0.848,             0.91756,             0.66831,           0.0069813,           0.0026894,            0.002199,            0.007525,            0.007525,            0.007525
                  27,             0.02381,            0.010894,           0.0049614,             0.85231,             0.92143,             0.94538,             0.67304,           0.0072606,           0.0028191,           0.0019223,            0.007426,            0.007426,            0.007426
                  28,            0.023019,            0.011083,           0.0045544,             0.77086,             0.87796,             0.94588,               0.732,           0.0065437,           0.0031958,           0.0022536,            0.007327,            0.007327,            0.007327
                  29,            0.022128,            0.011105,           0.0048677,             0.87441,             0.73054,             0.87295,             0.59293,           0.0076854,           0.0034961,           0.0035065,            0.007228,            0.007228,            0.007228
                  30,             0.02511,            0.011239,           0.0046458,             0.70258,             0.88414,             0.90107,              0.6503,           0.0079135,           0.0033761,           0.0032616,            0.007129,            0.007129,            0.007129
                  31,            0.022668,            0.010787,           0.0035934,              0.7954,             0.91326,             0.91839,             0.68704,           0.0063135,           0.0029812,           0.0023715,             0.00703,             0.00703,             0.00703
                  32,            0.022458,            0.010992,           0.0043017,             0.70885,             0.57314,             0.70831,             0.51742,           0.0073849,           0.0039202,           0.0024834,            0.006931,            0.006931,            0.006931
                  33,            0.023619,            0.011087,           0.0045203,             0.70045,             0.77948,             0.74867,             0.54932,           0.0069074,           0.0035166,           0.0033445,            0.006832,            0.006832,            0.006832
                  34,            0.023038,             0.01104,           0.0046802,             0.84347,             0.79335,             0.88621,             0.62047,           0.0082337,             0.00306,           0.0027572,            0.006733,            0.006733,            0.006733
                  35,            0.022711,            0.010914,           0.0044965,             0.85954,             0.90621,             0.93876,             0.73805,           0.0057802,           0.0030648,           0.0020582,            0.006634,            0.006634,            0.006634
                  36,             0.02267,            0.010779,           0.0045795,             0.88966,             0.93822,             0.94555,             0.71314,           0.0066248,            0.002903,           0.0017086,            0.006535,            0.006535,            0.006535
                  37,            0.026519,            0.010698,           0.0041402,             0.74013,             0.88291,             0.86403,             0.63212,           0.0068769,           0.0028825,           0.0047962,            0.006436,            0.006436,            0.006436
                  38,            0.023447,            0.010064,           0.0032768,             0.82623,             0.84863,             0.85343,             0.58513,           0.0067979,           0.0030647,           0.0040569,            0.006337,            0.006337,            0.006337
                  39,            0.020669,            0.010342,           0.0034038,             0.92302,             0.90474,             0.95998,             0.72854,           0.0056863,           0.0027219,           0.0014664,            0.006238,            0.006238,            0.006238
                  40,            0.024462,            0.010659,           0.0030747,             0.81226,             0.90216,             0.92505,             0.69677,           0.0064531,           0.0035347,           0.0020056,            0.006139,            0.006139,            0.006139
                  41,            0.020044,            0.010322,           0.0033602,              0.8812,             0.87553,             0.96166,             0.77639,           0.0057252,           0.0028066,           0.0018113,             0.00604,             0.00604,             0.00604
                  42,            0.019363,            0.009743,            0.002098,             0.89001,             0.89486,             0.93345,             0.74506,           0.0054602,           0.0026914,           0.0014707,            0.005941,            0.005941,            0.005941
                  43,             0.02365,            0.010039,           0.0026262,             0.85217,             0.89315,              0.9275,              0.7241,           0.0056013,           0.0030846,            0.001677,            0.005842,            0.005842,            0.005842
                  44,            0.022245,           0.0099969,           0.0024765,             0.81841,             0.87751,             0.92327,             0.65598,           0.0068891,           0.0028982,           0.0017189,            0.005743,            0.005743,            0.005743
                  45,             0.02004,           0.0098913,           0.0034686,             0.81728,             0.90347,              0.9277,             0.67706,           0.0063119,           0.0029527,           0.0018373,            0.005644,            0.005644,            0.005644
                  46,            0.017024,           0.0099667,           0.0029869,             0.84032,             0.94207,             0.95591,             0.73075,           0.0058319,           0.0028282,           0.0015713,            0.005545,            0.005545,            0.005545
                  47,             0.02007,           0.0096829,           0.0021606,             0.89347,             0.91314,             0.92938,             0.71586,           0.0061595,           0.0027203,           0.0023586,            0.005446,            0.005446,            0.005446
                  48,             0.02146,           0.0095698,           0.0016175,             0.87369,              0.9488,             0.96498,             0.76423,           0.0057884,           0.0026269,           0.0012806,            0.005347,            0.005347,            0.005347
                  49,            0.021839,           0.0094521,           0.0018906,             0.88001,             0.90834,             0.93893,             0.74973,           0.0060859,           0.0028418,           0.0014711,            0.005248,            0.005248,            0.005248
                  50,              0.0198,           0.0095009,           0.0017134,             0.90744,             0.90407,             0.95375,             0.73471,            0.006523,           0.0027814,           0.0012835,            0.005149,            0.005149,            0.005149
                  51,            0.020536,           0.0095541,           0.0010777,             0.87828,              0.9275,             0.96354,             0.76677,           0.0054201,           0.0025689,            0.001458,             0.00505,             0.00505,             0.00505
                  52,            0.020493,           0.0095038,           0.0026997,             0.86097,             0.82345,             0.93239,             0.65345,           0.0072374,           0.0029682,           0.0013026,            0.004951,            0.004951,            0.004951
                  53,            0.019597,            0.009497,           0.0027123,             0.87563,             0.93568,              0.9568,             0.77107,           0.0052078,           0.0024956,           0.0015364,            0.004852,            0.004852,            0.004852
                  54,            0.021483,           0.0092477,           0.0015934,             0.88341,             0.93572,             0.96375,             0.74087,           0.0052033,           0.0027224,           0.0015804,            0.004753,            0.004753,            0.004753
                  55,            0.020302,           0.0093005,           0.0025268,             0.83171,             0.95621,             0.95688,             0.76275,           0.0052837,           0.0029848,           0.0013327,            0.004654,            0.004654,            0.004654
                  56,            0.017601,            0.009705,           0.0019186,             0.87079,             0.91423,             0.95464,             0.73979,           0.0056905,           0.0025816,           0.0014262,            0.004555,            0.004555,            0.004555
                  57,            0.018194,            0.009356,           0.0016258,             0.87191,             0.96009,             0.95631,             0.73393,           0.0060475,           0.0027119,           0.0015129,            0.004456,            0.004456,            0.004456
                  58,            0.018131,           0.0092553,            0.001774,             0.92096,             0.92134,             0.94761,             0.73938,            0.005301,            0.002623,           0.0011207,            0.004357,            0.004357,            0.004357
                  59,            0.015855,           0.0091339,           0.0015978,             0.87714,             0.95336,              0.9504,             0.71572,           0.0064112,           0.0027624,           0.0017017,            0.004258,            0.004258,            0.004258
                  60,            0.017839,            0.008896,           0.0012839,             0.86515,             0.96193,             0.96139,             0.77619,           0.0050219,           0.0025595,           0.0015618,            0.004159,            0.004159,            0.004159
                  61,            0.017546,            0.008907,           0.0024585,             0.88658,             0.92386,             0.96159,             0.75827,           0.0051523,            0.002678,           0.0015678,             0.00406,             0.00406,             0.00406
                  62,            0.018416,           0.0089338,           0.0021635,             0.84727,             0.94846,               0.953,             0.74267,           0.0060447,           0.0027156,           0.0011979,            0.003961,            0.003961,            0.003961
                  63,            0.018276,           0.0091487,           0.0020551,              0.8773,             0.96009,               0.961,             0.79634,           0.0053568,           0.0026014,           0.0011776,            0.003862,            0.003862,            0.003862
                  64,            0.016638,            0.008898,           0.0015768,             0.86536,             0.97082,              0.9508,              0.8015,           0.0046424,           0.0024636,           0.0011418,            0.003763,            0.003763,            0.003763
                  65,            0.016638,           0.0087497,           0.0012914,             0.88519,             0.94848,              0.9544,             0.78484,           0.0051974,           0.0024234,           0.0014385,            0.003664,            0.003664,            0.003664
                  66,            0.018008,           0.0088379,           0.0010361,             0.88661,             0.94856,             0.96008,             0.77225,           0.0053981,           0.0024752,           0.0013292,            0.003565,            0.003565,            0.003565
                  67,            0.015087,           0.0086059,           0.0019872,             0.85497,             0.95718,             0.96384,             0.78389,           0.0050364,           0.0024063,           0.0014677,            0.003466,            0.003466,            0.003466
                  68,            0.016225,           0.0087774,           0.0014225,             0.85278,             0.95743,             0.94861,             0.76096,           0.0057923,           0.0024703,           0.0014633,            0.003367,            0.003367,            0.003367
                  69,            0.017929,           0.0087215,           0.0012857,             0.88949,             0.91322,             0.96187,             0.76579,           0.0052879,           0.0025148,           0.0013809,            0.003268,            0.003268,            0.003268
                  70,            0.013591,           0.0086588,          0.00090203,             0.88865,             0.93519,             0.95987,             0.76872,           0.0055846,           0.0023977,           0.0012837,            0.003169,            0.003169,            0.003169
                  71,            0.016438,            0.008612,            0.001053,              0.8954,              0.9409,             0.96932,             0.79414,           0.0051668,           0.0023508,           0.0014551,             0.00307,             0.00307,             0.00307
                  72,            0.014253,           0.0084227,          0.00078672,             0.90592,              0.9364,             0.96213,             0.77862,           0.0054047,            0.002518,           0.0013669,            0.002971,            0.002971,            0.002971
                  73,            0.015917,           0.0084263,           0.0011509,             0.87495,              0.9523,              0.9586,             0.77877,           0.0053352,           0.0024373,           0.0012776,            0.002872,            0.002872,            0.002872
                  74,            0.015329,           0.0084954,            0.001332,             0.87658,              0.9691,             0.96065,              0.7761,           0.0050463,           0.0024553,           0.0012873,            0.002773,            0.002773,            0.002773
                  75,            0.016061,           0.0085472,           0.0011137,             0.88417,              0.9578,             0.96021,             0.76282,           0.0053328,           0.0024397,           0.0012006,            0.002674,            0.002674,            0.002674
                  76,            0.017011,            0.008354,           0.0010755,             0.86107,             0.93121,             0.96099,             0.76727,           0.0054374,           0.0024238,           0.0016191,            0.002575,            0.002575,            0.002575
                  77,            0.015605,           0.0084333,            0.001459,             0.88163,             0.93706,             0.96029,             0.78305,           0.0049602,           0.0025207,           0.0012497,            0.002476,            0.002476,            0.002476
                  78,            0.013502,           0.0083668,          0.00096545,             0.88088,             0.96694,              0.9609,             0.77009,            0.005284,           0.0025019,           0.0011666,            0.002377,            0.002377,            0.002377
                  79,            0.014515,             0.00831,          0.00086871,             0.88697,             0.93771,             0.96659,             0.77751,           0.0049762,           0.0024814,            0.001383,            0.002278,            0.002278,            0.002278
                  80,            0.015159,            0.008271,          0.00079177,             0.83862,             0.96287,             0.96066,               0.796,           0.0048528,           0.0024484,           0.0013096,            0.002179,            0.002179,            0.002179
                  81,             0.01612,           0.0084098,          0.00077164,              0.8365,             0.96908,             0.95426,              0.7686,           0.0047784,           0.0026169,           0.0015272,             0.00208,             0.00208,             0.00208
                  82,            0.017385,           0.0083738,           0.0010003,             0.85891,             0.94031,             0.96123,             0.76823,           0.0051864,           0.0025443,           0.0014244,            0.001981,            0.001981,            0.001981
                  83,            0.013948,           0.0080749,          0.00076311,             0.89718,             0.93174,             0.96953,             0.76781,           0.0051323,           0.0024565,           0.0015575,            0.001882,            0.001882,            0.001882
                  84,            0.014765,           0.0081908,          0.00070627,              0.8774,             0.90719,             0.95695,             0.76288,           0.0050199,           0.0024397,           0.0016356,            0.001783,            0.001783,            0.001783
                  85,            0.014503,           0.0081672,          0.00069177,             0.88822,             0.90535,             0.95941,             0.78127,           0.0047211,           0.0024142,           0.0015581,            0.001684,            0.001684,            0.001684
                  86,            0.013497,           0.0079473,          0.00076325,             0.89852,               0.921,             0.96113,             0.78376,           0.0047948,           0.0023893,           0.0015422,            0.001585,            0.001585,            0.001585
                  87,            0.014613,           0.0081972,           0.0014177,             0.89409,             0.92531,             0.96155,             0.78596,           0.0047811,           0.0023727,           0.0014357,            0.001486,            0.001486,            0.001486
                  88,            0.012942,           0.0078793,          0.00070961,             0.90137,             0.90656,             0.95775,             0.77109,           0.0049189,           0.0024736,            0.001567,            0.001387,            0.001387,            0.001387
                  89,            0.013394,           0.0079562,          0.00072686,             0.87628,             0.90998,             0.95691,             0.77952,           0.0047017,           0.0023896,           0.0014709,            0.001288,            0.001288,            0.001288
                  90,            0.012808,            0.007965,          0.00071825,             0.83457,             0.94645,              0.9578,             0.78055,           0.0046581,           0.0024285,           0.0015442,            0.001189,            0.001189,            0.001189
                  91,            0.012089,           0.0078953,          0.00056616,             0.89051,             0.92624,             0.95718,             0.77192,             0.00487,           0.0024979,           0.0015727,             0.00109,             0.00109,             0.00109
                  92,            0.013072,           0.0076862,          0.00047799,             0.87577,              0.9227,             0.95378,             0.77791,           0.0048887,           0.0024835,             0.00159,            0.000991,            0.000991,            0.000991
                  93,            0.014306,           0.0080338,           0.0010269,              0.8763,             0.92584,              0.9474,             0.77592,             0.00494,            0.002512,           0.0015635,            0.000892,            0.000892,            0.000892
                  94,            0.014437,           0.0080544,           0.0014651,               0.843,              0.9627,             0.95201,             0.77555,           0.0047526,           0.0024535,           0.0015873,            0.000793,            0.000793,            0.000793
                  95,            0.013201,           0.0078401,          0.00091429,             0.83727,             0.96243,             0.94682,             0.77302,           0.0047769,           0.0024436,           0.0016746,            0.000694,            0.000694,            0.000694
                  96,            0.014204,           0.0080744,          0.00060578,              0.8387,             0.96521,             0.94947,             0.76636,           0.0048943,           0.0024428,           0.0016723,            0.000595,            0.000595,            0.000595
                  97,             0.01334,            0.007917,          0.00056861,             0.83028,             0.96063,              0.9466,             0.77236,            0.004653,            0.002424,           0.0017449,            0.000496,            0.000496,            0.000496
                  98,            0.012676,           0.0077254,          0.00051792,             0.82671,             0.96609,             0.94785,             0.77194,           0.0047921,           0.0024017,           0.0017524,            0.000397,            0.000397,            0.000397
                  99,            0.013108,           0.0077723,          0.00084199,             0.86826,             0.91701,             0.95033,             0.78048,            0.004698,           0.0024145,           0.0017813,            0.000298,            0.000298,            0.000298
